winery,wine,year,rating,num_reviews,country,region,price,type,body,acidity
Azpilicueta,Felix Azpilicueta Coleccion Privada,2019,4.4,41.0,Espana,Rioja,18.0,Rioja Red,4.0,3.0
Gramona,Savinat Sauvignon Blanc,2019,4.4,41.0,Espana,Penedes,17.9,Sauvignon Blanc,3.0,3.0
Veronica Salgado,Capricho Crianza,2017,4.4,41.0,Espana,Ribera del Duero,15.4438025,Ribera Del Duero Red,5.0,3.0
Vinedos Hermanos Hernaiz,Finca La Emperatriz Vinedo Singular Tinto,2017,4.4,41.0,Espana,Rioja Alta,33.55,Rioja Red,4.0,3.0
Clos Galena,Galena,2017,4.4,41.0,Espana,Priorato,19.8,Priorat Red,4.0,3.0
Imperial,Rioja Reserva,1982,4.4,41.0,Espana,Rioja,145.0,Rioja Red,4.0,3.0
Osborne,Solera PAP Palo Cortado Rare Sherry,N.V.,4.4,41.0,Espana,Jerez-Xeres-Sherry,189.99,Sherry,4.0,3.0
Bodegas Imperiales - Abadia de San Quirce,Finca Helena,2015,4.4,40.0,Espana,Ribera del Duero,59.9,Ribera Del Duero Red,5.0,3.0
Marta Mate,Primordium,2012,4.4,40.0,Espana,Ribera del Duero,29.9,Ribera Del Duero Red,5.0,3.0
Albet i Noya,Marti Reserva Penedes,2016,4.4,39.0,Espana,Penedes,33.8,Red,4.0,3.0
Bodegas Mas Alta,La Solana Alta,2018,4.4,39.0,Espana,Priorato,43.5,Rioja Red,4.158426788816932,3.0
Venta Las Vacas,La Cuartilleja Reserva,2016,4.4,39.0,Espana,Ribera del Duero,39.9,Ribera Del Duero Red,5.0,3.0
Emilio Moro,Malleolus de Sanchomartin,2018,4.4,39.0,Espana,Ribera del Duero,119.35,Ribera Del Duero Red,5.0,3.0
Figuero,Noble,2015,4.4,38.0,Espana,Ribera del Duero,60.0,Ribera Del Duero Red,5.0,3.0
Baigorri,De Garage Rioja,2005,4.4,37.0,Espana,Rioja,40.0,Rioja Red,4.0,3.0
Pago Calzadilla,Gran Calzadilla,2010,4.4,37.0,Espana,Pago Calzadilla,34.75,Red,4.0,3.0
Vivanco,4 Varietales Coleccion Rioja,2017,4.4,37.0,Espana,Rioja,24.0,Rioja Red,4.0,3.0
Fernandez Gao,Oloroso,N.V.,4.4,38.0,Espana,Jerez-Xeres-Sherry,59.9,Sherry,4.0,3.0
Allende,Aurus,1998,4.4,37.0,Espana,Rioja,245.25,Rioja Red,4.0,3.0
Toro Albala,Don PX Pedro Ximenez,1973,4.4,37.0,Espana,Montilla-Moriles,109.76,Pedro Ximenez,5.0,1.0
Museum,Numerus Clausus,2012,4.4,37.0,Espana,Cigales,59.9,Tempranillo,4.0,2.0
Pujanza,Rioja Cisma,2012,4.4,37.0,Espana,Rioja,130.5,Rioja Red,4.0,3.0
Vinicola Real,200 Monges Rioja Seleccion Especial Reserva Blanco,2008,4.4,36.0,Espana,Rioja,61.5,Rioja White,3.0,3.0
Toro Albala,Don PX Gran Reserva,1994,4.4,36.0,Espana,Montilla-Moriles,33.23,Pedro Ximenez,5.0,1.0
Castillo Perelada,Emporda Aires de Garbet,2018,4.4,36.0,Espana,Emporda,38.5,Red,4.0,3.0
Marques de Riscal,Rioja Gran Reserva,1996,4.4,36.0,Espana,Rioja,38.12,Rioja Red,4.0,3.0
Harveys,30 Years V.O.R.S Very Old Palo Cortado Blend Medium Sherry,N.V.,4.4,35.0,Espana,Jerez Palo Cortado,65.0,Sherry,4.0,3.0
Farina,Campus Gothorum,2017,4.4,35.0,Espana,Toro,41.0,Toro Red,5.0,3.0
Tinto Pesquera,Gran Reserva,2015,4.4,35.0,Espana,Ribera del Duero,74.5,Ribera Del Duero Red,5.0,3.0
Enric Soler,Nun Vinya dels Taus,2019,4.4,35.0,Espana,Penedes,45.39,Rioja Red,4.158426788816932,3.0
Galindo San Millan,La Pizca,2016,4.4,35.0,Espana,Toro,26.0,Red,4.0,3.0
Equipo Navazos,La Bota 90 de Manzanilla Pasada,N.V.,4.4,35.0,Espana,Manzanilla,39.75,Sherry,4.0,3.0
Legaris,Moradillo de Roa,2017,4.4,35.0,Espana,Ribera del Duero,29.89,Ribera Del Duero Red,5.0,3.0
Bodegas Casa Primicia,Cofradia,2014,4.4,34.0,Espana,Rioja,38.0,Rioja Red,4.0,3.0
Pujanza,Rioja Cisma,2009,4.4,34.0,Espana,Rioja,132.4,Rioja Red,4.0,3.0
Bodegas Celler Francisco Castillo - Clos Dominic,Vinyes Altes Porrera,2009,4.4,34.0,Espana,Priorato,69.0,Priorat Red,4.0,3.0
Castell Miquel,Stairway To Heaven Rosado,2020,4.4,34.0,Espana,Mallorca,13.99,Rioja Red,4.158426788816932,3.0
Barco del Corneta,La Silleria,2017,4.4,34.0,Espana,Castilla y Leon,24.5,Rioja Red,4.158426788816932,3.0
Joan d'Anguera,Planella,2020,4.4,34.0,Espana,Montsant,16.25,Montsant Red,4.0,3.0
Martin Codax,Gallaecia Rias Baixes Albarino,2017,4.4,34.0,Espana,Rias Baixas,39.95,Albarino,3.0,3.0
Tinto Pesquera,Gran Reserva,1994,4.4,34.0,Espana,Ribera del Duero,138.0,Ribera Del Duero Red,5.0,3.0
Xaloc,Monada,2013,4.4,33.0,Espana,Mallorca,35.4,Red,4.0,3.0
Bodegas 6o Elemento - Vino Sexto Elemento,Tinto,2019,4.4,33.0,Espana,Valencia,20.95,Red,4.0,3.0
Scala Dei,Heretge Priorat,2018,4.4,33.0,Espana,Priorato,39.99,Priorat Red,4.0,3.0
Terra Remota,Usted,2009,4.4,33.0,Espana,Emporda,159.8,Red,4.0,3.0
Allende,Martires Rioja,2017,4.4,33.0,Espana,Rioja,139.63,Rioja White,3.0,3.0
Bodegas Frontaura,Verdejo,2017,4.4,32.0,Espana,Toro,19.97,Verdejo,3.0,3.0
Carlos Moro,Vina Garugele,2015,4.4,32.0,Espana,Rioja,75.8,Rioja Red,4.0,3.0
Bodegas Luis Perez,Petit Verdot,2013,4.4,32.0,Espana,Andalucia,52.5,Red,4.0,3.0
Ladairo,Barrica,2018,4.4,32.0,Espana,Monterrei,20.95,Red,4.0,3.0
Conreria d'Scala Dei,Voltons,2017,4.4,32.0,Espana,Priorato,51.95,Priorat Red,4.0,3.0
Castell d'Encus,Ekam Essencia,2015,4.4,32.0,Espana,Costers del Segre,43.44,Rioja Red,4.158426788816932,3.0
Traslascuestas,Valcavado de Traslascuestas,2014,4.4,31.0,Espana,Ribera del Duero,35.48,Ribera Del Duero Red,5.0,3.0
Tobia,Oscar Tobia Gran Reserva Rioja,2014,4.4,31.0,Espana,Rioja,28.0,Rioja Red,4.0,3.0
Alvaro Palacios,La Baixada,2018,4.4,31.0,Espana,Priorato,239.5,Priorat Red,4.0,3.0
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2019,4.4,31.0,Espana,Rioja,60.61,Rioja Red,4.0,3.0
Lopez Cristobal,Seleccion,2012,4.4,31.0,Espana,Ribera del Duero,35.35,Ribera Del Duero Red,5.0,3.0
Codorniu,Cava El Tros Nou Pinot Noir,2009,4.4,30.0,Espana,Cava,89.9,Cava,2.0,3.0
Clos Mogador,Manyetes,2018,4.4,30.0,Espana,Priorato,74.56,Priorat Red,4.0,3.0
Sota els Angels,Tinto,2007,4.4,30.0,Espana,Emporda,33.4,Red,4.0,3.0
Berceo,Los Dominios de Berceo Prefiloxerico,2015,4.4,29.0,Espana,Rioja,29.25,Rioja Red,4.0,3.0
Romate,Old & Plus Amontillado,N.V.,4.4,28.0,Espana,Jerez Amontillado,15.84,Sherry,4.0,3.0
Toro Albala,Don PX Convento Seleccion,1968,4.4,28.0,Espana,Montilla-Moriles,173.0,Pedro Ximenez,5.0,1.0
Mas Blanch I Jove,Sao Expressiu,2012,4.4,28.0,Espana,Costers del Segre,34.5,Red,4.0,3.0
Carlos Serres,Onomastica Rioja Reserva,2014,4.4,28.0,Espana,Rioja,21.88,Rioja Red,4.0,3.0
La Rioja Alta,Vina Arana Gran Reserva,2015,4.4,28.0,Espana,Rioja,27.9,Rioja Red,4.0,3.0
Anayon,Carinena Parcela 15 Vinas Viejas,2017,4.4,28.0,Espana,Carinena,54.9,Red,4.0,3.0
David Moreno,Vobiscum,2015,4.4,28.0,Espana,Rioja,31.99,Rioja Red,4.0,3.0
Vina Pedrosa,La Navilla,2017,4.4,27.0,Espana,Ribera del Duero,24.9,Ribera Del Duero Red,5.0,3.0
Edra,Merlot - Syrah,2016,4.4,27.0,Espana,Ribera del Gallego-Cinco Villas,11.5,Red,4.0,3.0
Bodega Numanthia,Termanthia,2000,4.4,27.0,Espana,Toro,140.0,Toro Red,5.0,3.0
Gutierrez de la Vega,Casta Diva Cosecha Miel Moscatel Dulce,2018,4.4,27.0,Espana,Alicante,15.5,Rioja Red,4.158426788816932,3.0
Marques de Riscal,Baron de Chirel Rioja Reserva,2017,4.4,27.0,Espana,Rioja,95.0,Rioja Red,4.0,3.0
Valdelosfrailes,Pago de Las Costanas,2005,4.4,27.0,Espana,Castilla y Leon,40.2,Tempranillo,4.0,2.0
Remirez de Ganuza,Rioja Blanco,2019,4.4,27.0,Espana,Rioja,26.45,Rioja White,3.0,3.0
Briego,Vendimia Seleccionada,2020,4.4,27.0,Espana,Ribera del Duero,7.9,Ribera Del Duero Red,5.0,3.0
Guillem Carol - Cellers Carol Valles,Cava Gran Reserva Familiar Millenium Brut,2011,4.4,27.0,Espana,Cava,29.95,Cava,2.0,3.0
Barahonda,Zona Zepa Monastrell,2015,4.4,26.0,Espana,Yecla,59.9,Monastrell,5.0,3.0
Abadia Retuerta,Petit Verdot,2016,4.4,26.0,Espana,Sardon de Duero,115.9,Red,4.0,3.0
Tobia,Alma Tobia Blanco,2016,4.4,26.0,Espana,Rioja,33.0,Rioja White,3.0,3.0
Vina Pomal,Reserva,1970,4.4,25.0,Espana,Rioja,72.0,Rioja Red,4.0,3.0
Particular,Garnacha Vinas Centenarias,2015,4.4,25.0,Espana,Carinena,13.95,Grenache,5.0,3.0
Bodegas Frontonio,El Jardin de las Iguales Vinedo Historico Garnacha,2016,4.4,25.0,Espana,Aragon,195.99,Grenache,5.0,3.0
Bodegas Asenjo & Manso,Silvanus Edicion Limitada Ribera del Duero,2015,4.4,25.0,Espana,Ribera del Duero,46.0,Ribera Del Duero Red,5.0,3.0
La Rioja Alta,Vina Ardanza Reserva,2009,4.3,10273.0,Espana,Rioja,24.38,Rioja Red,4.0,3.0
La Rioja Alta,Vina Ardanza Reserva,2012,4.3,9092.0,Espana,Rioja,20.0,Rioja Red,4.0,3.0
Familia Torres,San Valentin Parellada,2019,4.3,7401.0,Espana,Cataluna,6.95,Rioja Red,4.158426788816932,3.0
Abadia Retuerta,Seleccion Especial,2016,4.3,7293.0,Espana,Sardon de Duero,17.48,Red,4.0,3.0
R. Lopez de Heredia,Vina Tondonia Reserva,2008,4.3,6521.0,Espana,Rioja,37.9,Rioja Red,4.0,3.0
Pintia,Toro,2010,4.3,6345.0,Espana,Toro,79.75,Toro Red,5.0,3.0
Abadia Retuerta,Seleccion Especial,2015,4.3,5152.0,Espana,Sardon de Duero,24.95,Red,4.0,3.0
La Rioja Alta,Rioja Gran Reserva 904,2004,4.3,4994.0,Espana,Rioja,29.9,Rioja Red,4.0,3.0
Dominio de Pingus,PSI,2018,4.3,4767.0,Espana,Ribera del Duero,29.13,Ribera Del Duero Red,5.0,3.0
Dominio de Pingus,PSI,2017,4.3,4457.0,Espana,Ribera del Duero,33.9,Ribera Del Duero Red,5.0,3.0
Muga,Seleccion Especial (Reserva),2015,4.3,4266.0,Espana,Rioja,28.0,Rioja Red,4.0,3.0
Pago de Carraovejas,Tinto,2012,4.3,4023.0,Espana,Ribera del Duero,25.8,Ribera Del Duero Red,4.158426788816932,3.0
Emilio Moro,Malleolus,2016,4.3,3997.0,Espana,Ribera del Duero,37.86,Ribera Del Duero Red,4.158426788816932,3.0
Muga,Seleccion Especial (Reserva),2014,4.3,3829.0,Espana,Rioja,34.0,Rioja Red,4.158426788816932,3.0
Matarromera,Ribera del Duero Reserva,2014,4.3,3660.0,Espana,Ribera del Duero,33.64,Ribera Del Duero Red,4.158426788816932,3.0
Matarromera,Ribera del Duero Reserva,2015,4.3,3620.0,Espana,Ribera del Duero,36.35,Ribera Del Duero Red,4.158426788816932,3.0
Muga,Prado Enea Gran Reserva,2006,4.3,3608.0,Espana,Rioja,35.5,Rioja Red,4.158426788816932,3.0
Bodegas Mauro,Red,2017,4.3,3587.0,Espana,Castilla y Leon,66.75,Red,4.158426788816932,3.0
Arzuaga,Ribera del Duero Crianza,2018,4.3,3524.0,Espana,Ribera del Duero,19.01,Ribera Del Duero Red,4.158426788816932,3.0
Hacienda Monasterio,Cosecha,2014,4.3,2990.0,Espana,Ribera del Duero,75.9,Ribera Del Duero Red,4.158426788816932,3.0
Emilio Moro,Malleolus,2017,4.3,2936.0,Espana,Ribera del Duero,38.05,Ribera Del Duero Red,4.158426788816932,3.0
Muga,Prado Enea Gran Reserva,2009,4.3,2923.0,Espana,Rioja,40.4,Rioja Red,4.158426788816932,3.0
Familia Torres,Mas La Plana Cabernet Sauvignon,2013,4.3,2911.0,Espana,Penedes,63.33,Cabernet Sauvignon,4.158426788816932,3.0
Aalto,Tinto,2012,4.3,2844.0,Espana,Ribera del Duero,26.9,Ribera Del Duero Red,4.158426788816932,3.0
Hacienda Monasterio,Cosecha,2015,4.3,2783.0,Espana,Ribera del Duero,34.95,Ribera Del Duero Red,4.158426788816932,3.0
Pago de Los Capellanes,Crianza Tinto,2018,4.3,2705.0,Espana,Ribera del Duero,24.5,Ribera Del Duero Red,4.158426788816932,3.0
Pintia,Toro,2007,4.3,2575.0,Espana,Toro,93.5,Toro Red,4.158426788816932,3.0
Bodega Numanthia,Numanthia,2012,4.3,2453.0,Espana,Toro,99.9,Toro Red,4.158426788816932,3.0
R. Lopez de Heredia,Vina Tondonia Reserva,2009,4.3,2423.0,Espana,Rioja,35.09,Rioja Red,4.158426788816932,3.0
Benjamin de Rothschild - Vega Sicilia,Macan Clasico,2014,4.3,2341.0,Espana,Rioja,36.8,Rioja Red,4.158426788816932,3.0
Pago de Los Capellanes,Reserva Tinto,2015,4.3,2295.0,Espana,Ribera del Duero,80.35,Ribera Del Duero Red,4.158426788816932,3.0
Bodega Numanthia,Numanthia,2014,4.3,2241.0,Espana,Toro,46.0,Toro Red,4.158426788816932,3.0
Benjamin de Rothschild - Vega Sicilia,Macan Clasico,2015,4.3,2241.0,Espana,Rioja,50.41,Rioja Red,4.158426788816932,3.0
Pintia,Toro,2009,4.3,2062.0,Espana,Toro,150.0,Toro Red,4.158426788816932,3.0
Matsu,El Viejo,2016,4.3,2013.0,Espana,Toro,33.95,Toro Red,4.158426788816932,3.0
Pago de Los Capellanes,Reserva Tinto,2014,4.3,1924.0,Espana,Ribera del Duero,48.63772268,Ribera Del Duero Red,4.158426788816932,3.0
Tomas Postigo,3er Ano Ribera del Duero Tinto,2016,4.3,1914.0,Espana,Ribera del Duero,27.29,Ribera Del Duero Red,5.0,3.0
Aalto,Tinto,2016,4.3,1884.0,Espana,Ribera del Duero,65.9,Ribera Del Duero Red,5.0,3.0
Bodegas San Roman,Tinto,2015,4.3,1846.0,Espana,Toro,33.66,Toro Red,5.0,3.0
Bodegas San Roman,Tinto,2012,4.3,1824.0,Espana,Toro,190.0,Toro Red,5.0,3.0
Familia Torres,Mas La Plana Cabernet Sauvignon,2015,4.3,1797.0,Espana,Penedes,55.0,Cabernet Sauvignon,4.0,3.0
Bodegas San Roman,Tinto,2016,4.3,1749.0,Espana,Toro,26.9,Toro Red,5.0,3.0
Bodega Numanthia,Numanthia,2015,4.3,1743.0,Espana,Toro,36.9,Toro Red,5.0,3.0
Bodegas Valduero,Ribera del Duero Una Cepa I,2015,4.3,1645.0,Espana,Ribera del Duero,25.95,Ribera Del Duero Red,5.0,3.0
Pago de Los Capellanes,Reserva Tinto,2016,4.3,1638.0,Espana,Ribera del Duero,34.5,Ribera Del Duero Red,5.0,3.0
Imperial,Rioja Gran Reserva,2012,4.3,1615.0,Espana,Rioja,47.9,Rioja Red,4.0,3.0
Alto Moncayo,Garnacha,2014,4.3,1544.0,Espana,Campo de Borja,36.94,Grenache,5.0,3.0
La Rioja Alta,Rioja Gran Reserva 904,1998,4.3,1528.0,Espana,Rioja,75.0,Rioja Red,4.0,3.0
La Rioja Alta,Vina Arana Gran Reserva,2014,4.3,1525.0,Espana,Rioja,24.9,Rioja Red,4.0,3.0
Remirez de Ganuza,Rioja Reserva,2006,4.3,1493.0,Espana,Rioja,58.0,Rioja Red,4.0,3.0
La Rioja Alta,Vina Arana Gran Reserva,2012,4.3,1471.0,Espana,Rioja,32.55,Rioja Red,4.0,3.0
Bosque de Matasnos,Bosque de Matasnos Etiqueta Blanca,2018,4.3,1465.0,Espana,Ribera del Duero,26.9,Ribera Del Duero Red,5.0,3.0
Gonzalez-Byass,Matusalem Sherry VORS,N.V.,4.3,1452.0,Espana,Jerez Oloroso,63.34,Sherry,4.0,3.0
Marques de Vargas,Reserva Privada Rioja,2014,4.3,1367.0,Espana,Rioja,37.9,Rioja Red,4.0,3.0
Bodegas Valduero,Ribera del Duero Una Cepa I,2014,4.3,1362.0,Espana,Ribera del Duero,46.95,Ribera Del Duero Red,5.0,3.0
Bodegas Roda,Roda I Reserva Rioja,2008,4.3,1330.0,Espana,Rioja,39.22,Rioja Red,4.0,3.0
Luis Canas,Reserva Seleccion de la Familia,2016,4.3,1282.0,Espana,Rioja,18.5,Rioja Red,4.0,3.0
Gonzalez-Byass,Apostoles 30 Years Old Sherry,N.V.,4.3,1247.0,Espana,Jerez Palo Cortado,74.0,Sherry,4.0,3.0
Vinicola Real,200 Monges Rioja Reserva,2010,4.3,1230.0,Espana,Rioja,35.0,Rioja Red,4.0,3.0
Tinto Pesquera,Reserva,2016,4.3,1230.0,Espana,Ribera del Duero,26.7597646,Ribera Del Duero Red,5.0,3.0
Belondrade,Belondrade y Lurton,2015,4.3,1230.0,Espana,Rueda,32.7,Verdejo,3.0,3.0
Ossian,Vinas Viejas Verdejo,2016,4.3,1181.0,Espana,Castilla y Leon,49.0,Verdejo,3.0,3.0
Teso La Monja,Victorino,2014,4.3,1178.0,Espana,Toro,38.0,Toro Red,5.0,3.0
Garmon,Ribera del Duero,2016,4.3,1119.0,Espana,Ribera del Duero,33.59,Ribera Del Duero Red,5.0,3.0
Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2011,4.3,1118.0,Espana,Rioja,94.95,Rioja Red,4.0,3.0
Marques de Caceres,Gaudium,2012,4.3,1116.0,Espana,Rioja,36.91,Rioja Red,4.0,3.0
Volver,Triga,2014,4.3,1114.0,Espana,Alicante,30.67,Red,4.0,3.0
Vinedos de Paganos,El Puntido,2014,4.3,1067.0,Espana,Rioja,86.15,Rioja Red,4.0,3.0
Williams & Humbert,Don Guido Pedro Ximenez Solera Especial Aged 20 Years,N.V.,4.3,1057.0,Espana,Jerez-Xeres-Sherry,32.9,Pedro Ximenez,5.0,1.0
Luis Canas,Reserva Seleccion de la Familia,2014,4.3,1022.0,Espana,Rioja,17.07,Rioja Red,4.0,3.0
Pago de Los Capellanes,Crianza Tinto,2019,4.3,1011.0,Espana,Ribera del Duero,19.45,Ribera Del Duero Red,5.0,3.0
Marques de Riscal,Rioja Gran Reserva,2013,4.3,995.0,Espana,Rioja,39.9,Rioja Red,4.0,3.0
Tresmano - Tr3smano,Vendimia,2016,4.3,930.0,Espana,Ribera del Duero,28.65,Ribera Del Duero Red,5.0,3.0
Vinedos de Paganos,El Puntido,2015,4.3,929.0,Espana,Rioja,33.82,Rioja Red,4.0,3.0
Marques de Murrieta,Dalmau Rioja,2012,4.3,916.0,Espana,Rioja,67.95,Rioja Red,4.0,3.0
Marques de Murrieta,Dalmau Rioja,2013,4.3,912.0,Espana,Rioja,60.95,Rioja Red,4.0,3.0
Marques de Vargas,Gran Reserva Rioja,2011,4.3,901.0,Espana,Rioja,35.01,Rioja Red,4.0,3.0
Muga,Torre Muga,2011,4.3,900.0,Espana,Rioja,69.95,Rioja Red,4.0,3.0
Ossian,Vinas Viejas Verdejo,2018,4.3,885.0,Espana,Castilla y Leon,28.18,Verdejo,3.0,3.0
Teso La Monja,Victorino,2013,4.3,878.0,Espana,Toro,34.22,Toro Red,5.0,3.0
Imperial,Rioja Gran Reserva,2014,4.3,835.0,Espana,Rioja,49.75,Rioja Red,4.0,3.0
Ferrer Bobet,Priorat Vinyes Velles,2016,4.3,828.0,Espana,Priorato,33.95,Priorat Red,4.0,3.0
La Vicalanda,Reserva,2014,4.3,818.0,Espana,Rioja,21.5,Rioja Red,4.0,3.0
Alvaro Palacios,Finca Dofi,2012,4.3,814.0,Espana,Priorato,80.0,Priorat Red,4.0,3.0
Senorio de San Vicente,San Vicente Rioja,2014,4.3,811.0,Espana,Rioja,36.0,Rioja Red,4.0,3.0
Imperial,Rioja Reserva,2017,4.3,799.0,Espana,Rioja,25.45,Rioja Red,4.0,3.0
La Rioja Alta,Vina Ardanza Reserva,2010,4.3,783.0,Espana,Rioja,17.16,Rioja Red,4.0,3.0
Pintia,Toro,2004,4.3,760.0,Espana,Toro,116.9,Toro Red,5.0,3.0
Vinicola Real,200 Monges Rioja Reserva,2009,4.3,760.0,Espana,Rioja,39.5,Rioja Red,4.0,3.0
Vinedos de Paganos,El Puntido Gran Reserva,2006,4.3,754.0,Espana,Rioja,40.0,Rioja Red,4.0,3.0
Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2012,4.3,749.0,Espana,Rioja,39.78,Rioja Red,4.0,3.0
Anima Negra,An,2017,4.3,740.0,Espana,Mallorca,39.98,Red,4.0,3.0
Muga,Torre Muga,2014,4.3,728.0,Espana,Rioja,69.9,Rioja Red,4.0,3.0
Senorio de San Vicente,San Vicente Rioja,2007,4.3,724.0,Espana,Rioja,77.7,Rioja Red,4.0,3.0
Clos Mogador,Priorat,2009,4.3,723.0,Espana,Priorato,95.0,Priorat Red,4.0,3.0
Bodegas Vilano,La Baraja,2016,4.3,716.0,Espana,Ribera del Duero,24.9,Ribera Del Duero Red,5.0,3.0
Bodegas San Roman,Tinto,2018,4.3,693.0,Espana,Toro,25.9,Toro Red,5.0,3.0
Castillo Perelada,Finca Malaveina,2017,4.3,687.0,Espana,Emporda,22.5,Red,4.0,3.0
Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2014,4.3,685.0,Espana,Rioja,50.0,Rioja Red,4.0,3.0
Remelluri,Granja Gran Reserva Rioja,2009,4.3,682.0,Espana,Rioja,57.8,Rioja Red,4.0,3.0
Marques de Riscal,Reserva XR,2016,4.3,676.0,Espana,Rioja,21.24,Rioja Red,4.0,3.0
Condado de Haza,Alenza Ribera del Duero Gran Reserva,2006,4.3,675.0,Espana,Ribera del Duero,70.0,Ribera Del Duero Red,5.0,3.0
Enate,Chardonnay Fermentado en Barrica,2019,4.3,674.0,Espana,Somontano,15.75,Chardonnay,4.0,3.0
Ordonez,Vatan Tinta de Toro,2016,4.3,665.0,Espana,Toro,26.0,Toro Red,5.0,3.0
Lan,A Mano Rioja,2016,4.3,663.0,Espana,Rioja,25.82082549,Rioja Red,4.0,3.0
Marques de Riscal,Baron de Chirel Rioja Reserva,2014,4.3,661.0,Espana,Rioja,62.95,Rioja Red,4.0,3.0
Volver,Alicante Bouschet by Tarima,2017,4.3,658.0,Espana,Alicante,17.15,Red,4.0,3.0
Arzuaga,Reserva Ribera del Duero,2014,4.3,641.0,Espana,Ribera del Duero,33.9,Ribera Del Duero Red,5.0,3.0
Alvaro Palacios,Finca Dofi,2011,4.3,613.0,Espana,Priorato,80.0,Priorat Red,4.0,3.0
Alvaro Palacios,Finca Dofi,2013,4.3,605.0,Espana,Priorato,80.0,Priorat Red,4.0,3.0
Enate,Chardonnay Fermentado en Barrica,2018,4.3,603.0,Espana,Somontano,16.9,Chardonnay,4.0,3.0
Garmon,Ribera del Duero,2017,4.3,598.0,Espana,Ribera del Duero,40.92,Ribera Del Duero Red,5.0,3.0
Clos Mogador,Priorat,2008,4.3,592.0,Espana,Priorato,95.0,Priorat Red,4.0,3.0
Bodegas Tradicion,Oloroso Tradicion Vors 30 Years,N.V.,4.3,590.0,Espana,Jerez Oloroso,58.9,Sherry,4.0,3.0
Pazo Senorans,Seleccion de Anada Albarino Rias Baixas,2011,4.3,582.0,Espana,Rias Baixas,30.887605,Albarino,3.0,3.0
Carmelo Rodero,Ribera del Duero TSM,2019,4.3,577.0,Espana,Ribera del Duero,67.5,Ribera Del Duero Red,5.0,3.0
Abadia Retuerta,Pago Valdebellon,2015,4.3,569.0,Espana,Sardon de Duero,67.45,Cabernet Sauvignon,4.0,3.0
Figuero,Vinas Viejas,2016,4.3,567.0,Espana,Ribera del Duero,16.5,Ribera Del Duero Red,5.0,3.0
Lan,A Mano Rioja,2012,4.3,559.0,Espana,Rioja,30.71,Rioja Red,4.0,3.0
Dominio de Atauta,Dominio de Atauta,2017,4.3,556.0,Espana,Ribera del Duero,25.25,Ribera Del Duero Red,5.0,3.0
Protos,Gran Reserva,2014,4.3,553.0,Espana,Ribera del Duero,41.95,Ribera Del Duero Red,5.0,3.0
Dominio de Cair,Tierras de Cair Reserva,2012,4.3,535.0,Espana,Ribera del Duero,38.3,Ribera Del Duero Red,5.0,3.0
Carmelo Rodero,Crianza,2019,4.3,533.0,Espana,Ribera del Duero,19.95,Ribera Del Duero Red,5.0,3.0
Protos,Seleccion Finca el Grajo Viejo,2014,4.3,530.0,Espana,Ribera del Duero,59.87,Ribera Del Duero Red,5.0,3.0
Familia Torres,Perpetual,2016,4.3,530.0,Espana,Priorato,63.5,Priorat Red,4.0,3.0
Clos Erasmus,Laurel,2017,4.3,527.0,Espana,Priorato,46.88,Priorat Red,4.0,3.0
Clos Mogador,Priorat,2006,4.3,527.0,Espana,Priorato,95.0,Priorat Red,4.0,3.0
Alvaro Palacios,Finca Dofi,2017,4.3,522.0,Espana,Priorato,99.9,Priorat Red,4.0,3.0
Teso La Monja,Victorino,2011,4.3,517.0,Espana,Toro,47.01,Toro Red,5.0,3.0
Dominio de Cair,Seleccion La Aguilera,2016,4.3,511.0,Espana,Ribera del Duero,15.9,Ribera Del Duero Red,5.0,3.0
Torre de Ona,Finca Martelo,2015,4.3,512.0,Espana,Rioja,21.15,Rioja Red,4.0,3.0
Ferrer Bobet,Priorat Vinyes Velles,2011,4.3,501.0,Espana,Priorato,49.9,Priorat Red,4.0,3.0
Remirez de Ganuza,Rioja Blanco,2018,4.3,495.0,Espana,Rioja,23.83,Rioja White,3.0,3.0
Lustau,Pedro Ximenez Murillo Seleccion del Centenario,N.V.,4.3,481.0,Espana,Jerez-Xeres-Sherry,40.0,Pedro Ximenez,5.0,1.0
Vinedos de Paganos,El Puntido,2016,4.3,474.0,Espana,Rioja,33.0,Rioja Red,4.0,3.0
Abadia Retuerta,Pago Negralada,2015,4.3,474.0,Espana,Sardon de Duero,67.82,Tempranillo,4.0,2.0
Ramon Bilbao,Mirto,2014,4.3,473.0,Espana,Rioja,48.34,Rioja Red,4.0,3.0
Muga,Torre Muga,2005,4.3,468.0,Espana,Rioja,99.9,Rioja Red,4.0,3.0
Alvaro Palacios,Vi de Vila Gratallops,2017,4.3,463.0,Espana,Priorato,54.9,Priorat Red,4.0,3.0
Martinet,Clos Martinet,2005,4.3,461.0,Espana,Priorato,116.05,Priorat Red,4.0,3.0
Alvaro Palacios,Vi de Vila Gratallops,2016,4.3,461.0,Espana,Priorato,48.75,Priorat Red,4.0,3.0
Alion,Ribera del Duero,2000,4.3,456.0,Espana,Ribera del Duero,98.0,Ribera Del Duero Red,5.0,3.0
Bodegas Faustino,I Gran Reserva,1964,4.3,454.0,Espana,Rioja,272.0,Rioja Red,4.0,3.0
